bucket_id,bucket_label,bucket_tier,base_file,output_file,status
christian,Christian,primary,content/topic-guides/chapters/ch-26-kids-in-the-blast-radius.md,content/topic-guides/audience-slants/christian/ch-26-kids-in-the-blast-radius.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/chapters/ch-27-family-life-in-transition.md,content/topic-guides/audience-slants/christian/ch-27-family-life-in-transition.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/chapters/ch-28-emotional-numbness.md,content/topic-guides/audience-slants/christian/ch-28-emotional-numbness.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/chapters/ch-29-low-desire-and-low-drive.md,content/topic-guides/audience-slants/christian/ch-29-low-desire-and-low-drive.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/chapters/ch-30-stress-shuts-down-sex.md,content/topic-guides/audience-slants/christian/ch-30-stress-shuts-down-sex.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/chapters/ch-31-sex-and-avoidance-after-difficult-experiences.md,content/topic-guides/audience-slants/christian/ch-31-sex-and-avoidance-after-difficult-experiences.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/chapters/ch-33-touch-without-pressure.md,content/topic-guides/audience-slants/christian/ch-33-touch-without-pressure.md,draft_v1_complete
christian,Christian,primary,"content/topic-guides/chapters/ch-34-body-image,-scars,-sexual-confidence.md","content/topic-guides/audience-slants/christian/ch-34-body-image,-scars,-sexual-confidence.md",draft_v1_complete
christian,Christian,primary,content/topic-guides/chapters/ch-35-sex-after-injury-and-health-change.md,content/topic-guides/audience-slants/christian/ch-35-sex-after-injury-and-health-change.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/chapters/ch-36-moral-injury-101.md,content/topic-guides/audience-slants/christian/ch-36-moral-injury-101.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/chapters/ch-37-betrayed-by-the-system.md,content/topic-guides/audience-slants/christian/ch-37-betrayed-by-the-system.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/chapters/ch-38-when-you-feel-like-the-villain.md,content/topic-guides/audience-slants/christian/ch-38-when-you-feel-like-the-villain.md,draft_v1_complete
christian,Christian,primary,"content/topic-guides/chapters/ch-39-faith,-god,-big-questions.md","content/topic-guides/audience-slants/christian/ch-39-faith,-god,-big-questions.md",draft_v1_complete
christian,Christian,primary,content/topic-guides/chapters/ch-41-between-worlds-identity-after-role.md,content/topic-guides/audience-slants/christian/ch-41-between-worlds-identity-after-role.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/chapters/ch-42-rebuilding-mission-and-meaning.md,content/topic-guides/audience-slants/christian/ch-42-rebuilding-mission-and-meaning.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/chapters/ch-45-loneliness-and-loss-of-tribe.md,content/topic-guides/audience-slants/christian/ch-45-loneliness-and-loss-of-tribe.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/chapters/ch-46-lone-wolf-to-healthy-team-member.md,content/topic-guides/audience-slants/christian/ch-46-lone-wolf-to-healthy-team-member.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/splits/split-01-blow-up-recovery.md,content/topic-guides/audience-slants/christian/split-01-blow-up-recovery.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/splits/split-02-shut-down-reconnect.md,content/topic-guides/audience-slants/christian/split-02-shut-down-reconnect.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/splits/split-03-overthinking-loop.md,content/topic-guides/audience-slants/christian/split-03-overthinking-loop.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/splits/split-04-night-spiral-stopper.md,content/topic-guides/audience-slants/christian/split-04-night-spiral-stopper.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/splits/split-05-hopelessness-first-aid.md,content/topic-guides/audience-slants/christian/split-05-hopelessness-first-aid.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/splits/split-06-crisis-conversation-action.md,content/topic-guides/audience-slants/christian/split-06-crisis-conversation-action.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/splits/split-07-tunnel-vision-reset.md,content/topic-guides/audience-slants/christian/split-07-tunnel-vision-reset.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/splits/split-08-scattered-brain-reset.md,content/topic-guides/audience-slants/christian/split-08-scattered-brain-reset.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/splits/split-09-nightmare-recovery-plan.md,content/topic-guides/audience-slants/christian/split-09-nightmare-recovery-plan.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/splits/split-10-3am-wake-loop-reset.md,content/topic-guides/audience-slants/christian/split-10-3am-wake-loop-reset.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/splits/split-11-pain-flare-plan.md,content/topic-guides/audience-slants/christian/split-11-pain-flare-plan.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/splits/split-12-tension-release-plan.md,content/topic-guides/audience-slants/christian/split-12-tension-release-plan.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/splits/split-13-tbi-brain-fog-plan.md,content/topic-guides/audience-slants/christian/split-13-tbi-brain-fog-plan.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/splits/split-14-headache-functional-plan.md,content/topic-guides/audience-slants/christian/split-14-headache-functional-plan.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/splits/split-15-alcohol-numbing-interrupt.md,content/topic-guides/audience-slants/christian/split-15-alcohol-numbing-interrupt.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/splits/split-16-pill-cycle-interrupt-plan.md,content/topic-guides/audience-slants/christian/split-16-pill-cycle-interrupt-plan.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/splits/split-17-secondary-trauma-for-partners.md,content/topic-guides/audience-slants/christian/split-17-secondary-trauma-for-partners.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/splits/split-18-secondary-trauma-for-teams.md,content/topic-guides/audience-slants/christian/split-18-secondary-trauma-for-teams.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/splits/split-19-habit-loop-reset.md,content/topic-guides/audience-slants/christian/split-19-habit-loop-reset.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/splits/split-20-shame-loop-repair.md,content/topic-guides/audience-slants/christian/split-20-shame-loop-repair.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/splits/split-21-shame-and-intimacy-repair.md,content/topic-guides/audience-slants/christian/split-21-shame-and-intimacy-repair.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/splits/split-22-disclosure-repair.md,content/topic-guides/audience-slants/christian/split-22-disclosure-repair.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/splits/split-23-work-identity-loss-plan.md,content/topic-guides/audience-slants/christian/split-23-work-identity-loss-plan.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/splits/split-24-overwhelm-stabilization-plan.md,content/topic-guides/audience-slants/christian/split-24-overwhelm-stabilization-plan.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/splits/split-25-money-avoidance-reset.md,content/topic-guides/audience-slants/christian/split-25-money-avoidance-reset.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/splits/split-26-household-chaos-reset.md,content/topic-guides/audience-slants/christian/split-26-household-chaos-reset.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/splits/split-27-screen-and-scroll-loop-reset.md,content/topic-guides/audience-slants/christian/split-27-screen-and-scroll-loop-reset.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/splits/split-28-compulsion-interrupt-plan.md,content/topic-guides/audience-slants/christian/split-28-compulsion-interrupt-plan.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/new-topics/new-01-panic-attacks-in-public-what-to-do-in-90-seconds.md,content/topic-guides/audience-slants/christian/new-01-panic-attacks-in-public-what-to-do-in-90-seconds.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/new-topics/new-02-post-incident-crash-the-day-after-recovery-guide.md,content/topic-guides/audience-slants/christian/new-02-post-incident-crash-the-day-after-recovery-guide.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/new-topics/new-03-grief-after-suicide-loss.md,content/topic-guides/audience-slants/christian/new-03-grief-after-suicide-loss.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/new-topics/new-04-survivor-guilt-after-calls-scenes-incidents.md,content/topic-guides/audience-slants/christian/new-04-survivor-guilt-after-calls-scenes-incidents.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/new-topics/new-05-court-complaint-or-investigation-stress-survival.md,content/topic-guides/audience-slants/christian/new-05-court-complaint-or-investigation-stress-survival.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/new-topics/new-06-shift-work-relationship-survival-plan.md,content/topic-guides/audience-slants/christian/new-06-shift-work-relationship-survival-plan.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/new-topics/new-07-co-parenting-under-burnout-and-conflict.md,content/topic-guides/audience-slants/christian/new-07-co-parenting-under-burnout-and-conflict.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/new-topics/new-08-returning-to-work-after-mental-health-leave.md,content/topic-guides/audience-slants/christian/new-08-returning-to-work-after-mental-health-leave.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/new-topics/new-09-peer-support-conversations-for-teammates.md,content/topic-guides/audience-slants/christian/new-09-peer-support-conversations-for-teammates.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/new-topics/new-10-how-to-ask-for-help-without-feeling-weak.md,content/topic-guides/audience-slants/christian/new-10-how-to-ask-for-help-without-feeling-weak.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/new-topics/new-11-building-a-personal-safety-network.md,content/topic-guides/audience-slants/christian/new-11-building-a-personal-safety-network.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/new-topics/new-12-what-to-do-when-someone-refuses-help.md,content/topic-guides/audience-slants/christian/new-12-what-to-do-when-someone-refuses-help.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/new-topics/new-13-digital-overload-and-doom-scroll-recovery.md,content/topic-guides/audience-slants/christian/new-13-digital-overload-and-doom-scroll-recovery.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/new-topics/new-14-caffeine-and-sleep-trap-reset-for-frontline-schedules.md,content/topic-guides/audience-slants/christian/new-14-caffeine-and-sleep-trap-reset-for-frontline-schedules.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/new-topics/new-15-eating-patterns-under-stress-reset-guide.md,content/topic-guides/audience-slants/christian/new-15-eating-patterns-under-stress-reset-guide.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/new-topics/new-16-boundaries-with-family-who-do-not-understand-the-job.md,content/topic-guides/audience-slants/christian/new-16-boundaries-with-family-who-do-not-understand-the-job.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/new-topics/new-17-dating-while-carrying-trauma-and-hypervigilance.md,content/topic-guides/audience-slants/christian/new-17-dating-while-carrying-trauma-and-hypervigilance.md,draft_v1_complete
christian,Christian,primary,content/topic-guides/new-topics/new-18-year-one-transition-guide-for-newly-separated-or-retired-frontline.md,content/topic-guides/audience-slants/christian/new-18-year-one-transition-guide-for-newly-separated-or-retired-frontline.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/chapters/ch-01-always-on-your-high-alert-brain.md,content/topic-guides/audience-slants/military-veteran/ch-01-always-on-your-high-alert-brain.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/chapters/ch-03-hypervigilance-at-home.md,content/topic-guides/audience-slants/military-veteran/ch-03-hypervigilance-at-home.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/chapters/ch-04-anger-and-short-fuse-days.md,content/topic-guides/audience-slants/military-veteran/ch-04-anger-and-short-fuse-days.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/chapters/ch-06-depression-and-numbness.md,content/topic-guides/audience-slants/military-veteran/ch-06-depression-and-numbness.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/chapters/ch-08-shame-spirals-and-self-loathing.md,content/topic-guides/audience-slants/military-veteran/ch-08-shame-spirals-and-self-loathing.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/chapters/ch-09-memory-slips.md,content/topic-guides/audience-slants/military-veteran/ch-09-memory-slips.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/chapters/ch-11-decision-fatigue.md,content/topic-guides/audience-slants/military-veteran/ch-11-decision-fatigue.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/chapters/ch-12-overreacting-to-small-stuff.md,content/topic-guides/audience-slants/military-veteran/ch-12-overreacting-to-small-stuff.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/chapters/ch-13-chronic-sleep-debt.md,content/topic-guides/audience-slants/military-veteran/ch-13-chronic-sleep-debt.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/chapters/ch-14-sleep-apnea-and-snoring.md,content/topic-guides/audience-slants/military-veteran/ch-14-sleep-apnea-and-snoring.md,draft_v1_complete
military-veteran,Military / Veteran,primary,"content/topic-guides/chapters/ch-19-noise,-crowds,-public-spaces.md","content/topic-guides/audience-slants/military-veteran/ch-19-noise,-crowds,-public-spaces.md",draft_v1_complete
military-veteran,Military / Veteran,primary,"content/topic-guides/chapters/ch-20-vision,-balance,-motion-sensitivity.md","content/topic-guides/audience-slants/military-veteran/ch-20-vision,-balance,-motion-sensitivity.md",draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/chapters/ch-21-home-feels-like-a-minefield.md,content/topic-guides/audience-slants/military-veteran/ch-21-home-feels-like-a-minefield.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/chapters/ch-22-red-and-yellow-and-green-communication.md,content/topic-guides/audience-slants/military-veteran/ch-22-red-and-yellow-and-green-communication.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/chapters/ch-23-repair-after-damage.md,content/topic-guides/audience-slants/military-veteran/ch-23-repair-after-damage.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/chapters/ch-24-parenting-on-empty.md,content/topic-guides/audience-slants/military-veteran/ch-24-parenting-on-empty.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/chapters/ch-26-kids-in-the-blast-radius.md,content/topic-guides/audience-slants/military-veteran/ch-26-kids-in-the-blast-radius.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/chapters/ch-27-family-life-in-transition.md,content/topic-guides/audience-slants/military-veteran/ch-27-family-life-in-transition.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/chapters/ch-28-emotional-numbness.md,content/topic-guides/audience-slants/military-veteran/ch-28-emotional-numbness.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/chapters/ch-29-low-desire-and-low-drive.md,content/topic-guides/audience-slants/military-veteran/ch-29-low-desire-and-low-drive.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/chapters/ch-30-stress-shuts-down-sex.md,content/topic-guides/audience-slants/military-veteran/ch-30-stress-shuts-down-sex.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/chapters/ch-31-sex-and-avoidance-after-difficult-experiences.md,content/topic-guides/audience-slants/military-veteran/ch-31-sex-and-avoidance-after-difficult-experiences.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/chapters/ch-33-touch-without-pressure.md,content/topic-guides/audience-slants/military-veteran/ch-33-touch-without-pressure.md,draft_v1_complete
military-veteran,Military / Veteran,primary,"content/topic-guides/chapters/ch-34-body-image,-scars,-sexual-confidence.md","content/topic-guides/audience-slants/military-veteran/ch-34-body-image,-scars,-sexual-confidence.md",draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/chapters/ch-35-sex-after-injury-and-health-change.md,content/topic-guides/audience-slants/military-veteran/ch-35-sex-after-injury-and-health-change.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/chapters/ch-36-moral-injury-101.md,content/topic-guides/audience-slants/military-veteran/ch-36-moral-injury-101.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/chapters/ch-37-betrayed-by-the-system.md,content/topic-guides/audience-slants/military-veteran/ch-37-betrayed-by-the-system.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/chapters/ch-38-when-you-feel-like-the-villain.md,content/topic-guides/audience-slants/military-veteran/ch-38-when-you-feel-like-the-villain.md,draft_v1_complete
military-veteran,Military / Veteran,primary,"content/topic-guides/chapters/ch-39-faith,-god,-big-questions.md","content/topic-guides/audience-slants/military-veteran/ch-39-faith,-god,-big-questions.md",draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/chapters/ch-41-between-worlds-identity-after-role.md,content/topic-guides/audience-slants/military-veteran/ch-41-between-worlds-identity-after-role.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/chapters/ch-42-rebuilding-mission-and-meaning.md,content/topic-guides/audience-slants/military-veteran/ch-42-rebuilding-mission-and-meaning.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/chapters/ch-45-loneliness-and-loss-of-tribe.md,content/topic-guides/audience-slants/military-veteran/ch-45-loneliness-and-loss-of-tribe.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/chapters/ch-46-lone-wolf-to-healthy-team-member.md,content/topic-guides/audience-slants/military-veteran/ch-46-lone-wolf-to-healthy-team-member.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/splits/split-01-blow-up-recovery.md,content/topic-guides/audience-slants/military-veteran/split-01-blow-up-recovery.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/splits/split-02-shut-down-reconnect.md,content/topic-guides/audience-slants/military-veteran/split-02-shut-down-reconnect.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/splits/split-03-overthinking-loop.md,content/topic-guides/audience-slants/military-veteran/split-03-overthinking-loop.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/splits/split-04-night-spiral-stopper.md,content/topic-guides/audience-slants/military-veteran/split-04-night-spiral-stopper.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/splits/split-05-hopelessness-first-aid.md,content/topic-guides/audience-slants/military-veteran/split-05-hopelessness-first-aid.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/splits/split-06-crisis-conversation-action.md,content/topic-guides/audience-slants/military-veteran/split-06-crisis-conversation-action.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/splits/split-07-tunnel-vision-reset.md,content/topic-guides/audience-slants/military-veteran/split-07-tunnel-vision-reset.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/splits/split-08-scattered-brain-reset.md,content/topic-guides/audience-slants/military-veteran/split-08-scattered-brain-reset.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/splits/split-09-nightmare-recovery-plan.md,content/topic-guides/audience-slants/military-veteran/split-09-nightmare-recovery-plan.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/splits/split-10-3am-wake-loop-reset.md,content/topic-guides/audience-slants/military-veteran/split-10-3am-wake-loop-reset.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/splits/split-11-pain-flare-plan.md,content/topic-guides/audience-slants/military-veteran/split-11-pain-flare-plan.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/splits/split-12-tension-release-plan.md,content/topic-guides/audience-slants/military-veteran/split-12-tension-release-plan.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/splits/split-13-tbi-brain-fog-plan.md,content/topic-guides/audience-slants/military-veteran/split-13-tbi-brain-fog-plan.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/splits/split-14-headache-functional-plan.md,content/topic-guides/audience-slants/military-veteran/split-14-headache-functional-plan.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/splits/split-15-alcohol-numbing-interrupt.md,content/topic-guides/audience-slants/military-veteran/split-15-alcohol-numbing-interrupt.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/splits/split-16-pill-cycle-interrupt-plan.md,content/topic-guides/audience-slants/military-veteran/split-16-pill-cycle-interrupt-plan.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/splits/split-17-secondary-trauma-for-partners.md,content/topic-guides/audience-slants/military-veteran/split-17-secondary-trauma-for-partners.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/splits/split-18-secondary-trauma-for-teams.md,content/topic-guides/audience-slants/military-veteran/split-18-secondary-trauma-for-teams.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/splits/split-19-habit-loop-reset.md,content/topic-guides/audience-slants/military-veteran/split-19-habit-loop-reset.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/splits/split-20-shame-loop-repair.md,content/topic-guides/audience-slants/military-veteran/split-20-shame-loop-repair.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/splits/split-21-shame-and-intimacy-repair.md,content/topic-guides/audience-slants/military-veteran/split-21-shame-and-intimacy-repair.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/splits/split-22-disclosure-repair.md,content/topic-guides/audience-slants/military-veteran/split-22-disclosure-repair.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/splits/split-23-work-identity-loss-plan.md,content/topic-guides/audience-slants/military-veteran/split-23-work-identity-loss-plan.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/splits/split-24-overwhelm-stabilization-plan.md,content/topic-guides/audience-slants/military-veteran/split-24-overwhelm-stabilization-plan.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/splits/split-25-money-avoidance-reset.md,content/topic-guides/audience-slants/military-veteran/split-25-money-avoidance-reset.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/splits/split-26-household-chaos-reset.md,content/topic-guides/audience-slants/military-veteran/split-26-household-chaos-reset.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/splits/split-27-screen-and-scroll-loop-reset.md,content/topic-guides/audience-slants/military-veteran/split-27-screen-and-scroll-loop-reset.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/splits/split-28-compulsion-interrupt-plan.md,content/topic-guides/audience-slants/military-veteran/split-28-compulsion-interrupt-plan.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/new-topics/new-01-panic-attacks-in-public-what-to-do-in-90-seconds.md,content/topic-guides/audience-slants/military-veteran/new-01-panic-attacks-in-public-what-to-do-in-90-seconds.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/new-topics/new-02-post-incident-crash-the-day-after-recovery-guide.md,content/topic-guides/audience-slants/military-veteran/new-02-post-incident-crash-the-day-after-recovery-guide.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/new-topics/new-03-grief-after-suicide-loss.md,content/topic-guides/audience-slants/military-veteran/new-03-grief-after-suicide-loss.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/new-topics/new-04-survivor-guilt-after-calls-scenes-incidents.md,content/topic-guides/audience-slants/military-veteran/new-04-survivor-guilt-after-calls-scenes-incidents.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/new-topics/new-05-court-complaint-or-investigation-stress-survival.md,content/topic-guides/audience-slants/military-veteran/new-05-court-complaint-or-investigation-stress-survival.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/new-topics/new-06-shift-work-relationship-survival-plan.md,content/topic-guides/audience-slants/military-veteran/new-06-shift-work-relationship-survival-plan.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/new-topics/new-07-co-parenting-under-burnout-and-conflict.md,content/topic-guides/audience-slants/military-veteran/new-07-co-parenting-under-burnout-and-conflict.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/new-topics/new-08-returning-to-work-after-mental-health-leave.md,content/topic-guides/audience-slants/military-veteran/new-08-returning-to-work-after-mental-health-leave.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/new-topics/new-09-peer-support-conversations-for-teammates.md,content/topic-guides/audience-slants/military-veteran/new-09-peer-support-conversations-for-teammates.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/new-topics/new-10-how-to-ask-for-help-without-feeling-weak.md,content/topic-guides/audience-slants/military-veteran/new-10-how-to-ask-for-help-without-feeling-weak.md,draft_v1_complete
military-veteran,Military / Veteran,primary,content/topic-guides/new-topics/new-11-building-a-personal-safety-network.md,content/topic-guides/audience-slants/military-veteran/new-11-building-a-personal-safety-network.md,draft_v1_complete
